open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_base,taker_buy_quote,ignore
2023-07-06,0.4774,0.4839,0.4607,0.4618,1077078260.3,2023-07-06 23:59:59.999,508616020.84622,566485,515907533.7,243736806.35236,0
2023-07-07,0.4617,0.4704,0.4563,0.4683,582412225.2,2023-07-07 23:59:59.999,271191981.76182,354092,286810559.1,133556306.81296,0
2023-07-08,0.4684,0.4746,0.4646,0.4702,487722633.3,2023-07-08 23:59:59.999,228751212.37019,293143,241355987.7,113218444.53122,0
2023-07-09,0.4703,0.4715,0.466,0.4677,349867829.9,2023-07-09 23:59:59.999,164157334.87324,208639,169192509.3,79389283.31647,0
2023-07-10,0.4678,0.4799,0.4618,0.4775,898082389.4,2023-07-10 23:59:59.999,422965616.65750,469414,447927832.1,211014406.61982,0
2023-07-11,0.4775,0.4781,0.4706,0.4749,516672453.5,2023-07-11 23:59:59.999,245110570.03441,286999,259227749.4,122978451.56645,0
2023-07-12,0.475,0.477,0.4639,0.4707,676340684.6,2023-07-12 23:59:59.999,319103347.15437,361655,323102628.3,152483328.14811,0
2023-07-13,0.4706,0.965,0.4692,0.8154,15309857504.8,2023-07-13 23:59:59.999,11048889755.76243,10454119,7673551901.1,5530988636.33160,0
2023-07-14,0.8154,0.8272,0.6666,0.7177,9256523461.8,2023-07-14 23:59:59.999,6970372286.82525,7128730,4509593298.0,3395920023.18821,0
2023-07-15,0.7178,0.7366,0.6918,0.7144,3768634889.3,2023-07-15 23:59:59.999,2702560406.65065,2937260,1862633489.1,1336066737.34498,0
2023-07-16,0.7145,0.7899,0.698,0.7463,5247971423.7,2023-07-16 23:59:59.999,3934574354.01630,3846303,2601168249.5,1950342664.15397,0
2023-07-17,0.7463,0.7667,0.7115,0.737,3523005261.7,2023-07-17 23:59:59.999,2602279535.42825,2606255,1713444406.6,1266155249.05616,0
2023-07-18,0.7369,0.7848,0.7304,0.7776,3555782970.1,2023-07-18 23:59:59.999,2681517837.45019,2643571,1798797158.2,1357010045.61434,0
2023-07-19,0.7776,0.8559,0.7678,0.8193,5887034793.7,2023-07-19 23:59:59.999,4742373838.24047,4349053,2937590254.5,2367341137.63540,0
2023-07-20,0.8193,0.8489,0.771,0.794,3830663149.6,2023-07-20 23:59:59.999,3103712966.40222,2784039,1835868106.5,1488130963.11089,0
2023-07-21,0.7941,0.7984,0.7587,0.7709,2210019925.9,2023-07-21 23:59:59.999,1722666120.24057,1591855,1066954793.0,831907946.46163,0
2023-07-22,0.7709,0.7797,0.7174,0.7326,1912442786.7,2023-07-22 23:59:59.999,1450238669.33163,1327599,915990651.0,695196551.29980,0
2023-07-23,0.7326,0.7516,0.7143,0.7379,1626352600.9,2023-07-23 23:59:59.999,1198516702.17460,1097923,795393119.7,586251479.01407,0
2023-07-24,0.7379,0.7424,0.676,0.7017,2535045102.0,2023-07-24 23:59:59.999,1789583782.53945,1544286,1236224892.1,872767028.14673,0
2023-07-25,0.7016,0.716,0.6735,0.7084,2156079731.3,2023-07-25 23:59:59.999,1500990351.10663,1270284,1074995485.4,748545377.13039,0
2023-07-26,0.7084,0.7311,0.6919,0.7156,2034386302.8,2023-07-26 23:59:59.999,1442363097.83737,1230135,1000643245.8,709595539.76631,0
2023-07-27,0.7156,0.7327,0.7055,0.7136,1566679764.4,2023-07-27 23:59:59.999,1122547919.12285,967191,766213725.2,549041370.13394,0
2023-07-28,0.7135,0.7187,0.7015,0.7116,881972250.6,2023-07-28 23:59:59.999,627463350.39997,623202,433950948.2,308772371.23873,0
2023-07-29,0.7115,0.7156,0.7029,0.712,579412582.1,2023-07-29 23:59:59.999,411608970.64309,394840,281876132.1,200276732.31607,0
2023-07-30,0.712,0.7359,0.68,0.7045,1433699961.5,2023-07-30 23:59:59.999,1021644285.40232,895306,695090396.8,495546218.99971,0
2023-07-31,0.7044,0.7201,0.6829,0.6973,1609398885.2,2023-07-31 23:59:59.999,1131750871.15933,955107,786824251.5,553522323.09798,0
2023-08-01,0.6973,0.708,0.671,0.7066,1470921827.0,2023-08-01 23:59:59.999,1018325412.99729,952807,726943587.5,503449732.72269,0
2023-08-02,0.7066,0.7079,0.675,0.6846,1114122965.7,2023-08-02 23:59:59.999,770098119.35420,737544,535336612.5,370074453.90909,0
2023-08-03,0.6845,0.6873,0.6539,0.6627,1546620839.6,2023-08-03 23:59:59.999,1034918705.86224,1017003,746624918.4,499685260.30061,0
2023-08-04,0.6627,0.6675,0.6211,0.6353,1764464894.7,2023-08-04 23:59:59.999,1151469633.03106,1092175,845582638.2,552249133.76869,0
2023-08-05,0.6353,0.6356,0.6102,0.6285,1456519380.5,2023-08-05 23:59:59.999,908984581.75896,865187,717218604.7,447671111.89594,0
2023-08-06,0.6286,0.6387,0.6212,0.6239,839595808.3,2023-08-06 23:59:59.999,529033785.16926,557406,412301487.7,259848718.49337,0
2023-08-07,0.6239,0.6299,0.595,0.6232,1658965233.9,2023-08-07 23:59:59.999,1020770575.29173,1042500,808985297.8,497972510.97531,0
2023-08-08,0.6232,0.6483,0.6137,0.6415,1568222472.4,2023-08-08 23:59:59.999,987673304.38206,982157,780333025.9,491535098.33338,0
2023-08-09,0.6416,0.666,0.631,0.6431,2322096301.7,2023-08-09 23:59:59.999,1505822216.45762,1299079,1147081266.0,744009663.51459,0
2023-08-10,0.6431,0.6444,0.6239,0.6329,1327998083.6,2023-08-10 23:59:59.999,839855920.74748,799797,652501210.2,412667618.35492,0
2023-08-11,0.633,0.641,0.6252,0.6314,802393509.7,2023-08-11 23:59:59.999,507430446.60217,505429,397470729.8,251372677.66918,0
2023-08-12,0.6314,0.6334,0.621,0.6274,398165683.9,2023-08-12 23:59:59.999,250314304.19078,290994,192461364.7,121025041.88120,0
2023-08-13,0.6273,0.6384,0.6232,0.6252,544236846.5,2023-08-13 23:59:59.999,342734855.13365,376872,270090357.5,170137043.61739,0
2023-08-14,0.6252,0.6366,0.6237,0.6339,708638018.5,2023-08-14 23:59:59.999,445913722.47621,471360,351010609.8,220890749.71610,0
2023-08-15,0.6338,0.6344,0.571,0.6099,1200392699.2,2023-08-15 23:59:59.999,735571385.22714,758224,560165145.2,343411381.74833,0
2023-08-16,0.61,0.6168,0.57,0.5887,1609124343.7,2023-08-16 23:59:59.999,958006634.70647,939035,776201656.7,462337601.90869,0
2023-08-17,0.5887,0.5946,0.4082,0.5057,2921188935.8,2023-08-17 23:59:59.999,1574521735.95554,1846806,1394766694.6,752121820.85163,0
2023-08-18,0.5057,0.523,0.482,0.5058,3073539413.3,2023-08-18 23:59:59.999,1543648825.35965,1608719,1492007500.5,749669770.13506,0
2023-08-19,0.5057,0.5248,0.5003,0.5198,1211812306.8,2023-08-19 23:59:59.999,621742313.93087,699145,600418525.7,308082753.09572,0
2023-08-20,0.5197,0.5582,0.5156,0.5383,2258655226.7,2023-08-20 23:59:59.999,1214010029.19345,1183309,1120008915.6,602019276.66786,0
2023-08-21,0.5382,0.5395,0.499,0.5239,2027139406.1,2023-08-21 23:59:59.999,1058776409.15747,986133,986646785.5,515431120.05384,0
2023-08-22,0.524,0.5254,0.5021,0.5206,1486926571.0,2023-08-22 23:59:59.999,765629015.37561,794955,735084428.9,378546467.46136,0
2023-08-23,0.5207,0.5365,0.5153,0.5298,1142483257.4,2023-08-23 23:59:59.999,599101237.34015,631432,566866992.0,297264161.57395,0
2023-08-24,0.5298,0.5316,0.5103,0.5184,842046703.9,2023-08-24 23:59:59.999,438522393.58667,463074,410047978.2,213541074.09961,0
2023-08-25,0.5184,0.5316,0.5076,0.5255,1288164465.1,2023-08-25 23:59:59.999,667146707.95243,734354,642043543.6,332572039.37245,0
2023-08-26,0.5255,0.5281,0.5177,0.5227,503987069.7,2023-08-26 23:59:59.999,263683662.62015,361156,250215908.0,130926600.64129,0
2023-08-27,0.5227,0.53,0.5157,0.5232,522921794.5,2023-08-27 23:59:59.999,274810924.27484,343954,258836236.6,136056580.80778,0
2023-08-28,0.5233,0.5246,0.5099,0.5227,810109779.4,2023-08-28 23:59:59.999,419919095.18595,468071,400636225.9,207682822.53213,0
2023-08-29,0.5228,0.5502,0.5127,0.5395,1831810679.2,2023-08-29 23:59:59.999,976376079.17186,943641,914396291.6,487422838.96387,0
2023-08-30,0.5394,0.5403,0.5201,0.5279,858100287.2,2023-08-30 23:59:59.999,454141503.90868,488219,423094345.2,223921737.40529,0
2023-08-31,0.528,0.5289,0.4936,0.5106,1205321531.5,2023-08-31 23:59:59.999,620779080.52339,669799,583369341.8,300647983.73943,0
2023-09-01,0.5107,0.5117,0.4863,0.4975,1065529226.4,2023-09-01 23:59:59.999,533183322.73428,595651,518034462.2,259277774.54562,0
2023-09-02,0.4976,0.5025,0.4937,0.4985,436903662.3,2023-09-02 23:59:59.999,217354642.70080,305912,213572817.5,106257260.60357,0
2023-09-03,0.4985,0.5106,0.4968,0.5044,570827640.1,2023-09-03 23:59:59.999,287660590.82903,375725,288164777.6,145220502.90887,0
